,Unnamed: 0.1,Unnamed: 0,name,year,month,day,hour,lat,long,wind,pressure,status_disturbance,status_extratropical,status_hurricane,status_other low,status_subtropical depression,status_subtropical storm,status_tropical depression,status_tropical storm,status_tropical wave,bearing_last_deg,displacment_km,speed_kmh,last_loc_lat,last_loc_long,land
6712,6712,6713,Georges,1998,9,16,12,10.6,-31.3,35,1005,0,0,0,0,0,0,0,1,0,-10.619655276155088,178.29106103558496,29.71517683926416,10.3,-29.7,0
6713,6713,6714,Georges,1998,9,16,18,11.0,-32.9,35,1003,0,0,0,0,0,0,0,1,0,-14.036243467926509,180.48368402053666,30.080614003422777,10.6,-31.3,0
6714,6714,6715,Georges,1998,9,17,0,11.3,-34.6,45,1000,0,0,0,0,0,0,0,1,0,-10.007979801441346,188.63565513926918,31.439275856544864,11.0,-32.9,0
6715,6715,6716,Georges,1998,9,17,6,11.7,-36.3,50,997,0,0,0,0,0,0,0,1,0,-13.24051991518719,190.67304930754722,31.77884155125787,11.3,-34.6,0
6716,6716,6717,Georges,1998,9,17,12,12.0,-38.1,55,994,0,0,0,0,0,0,0,1,0,-9.462322208025617,198.91971474915525,33.153285791525875,11.7,-36.3,0
6717,6717,6718,Georges,1998,9,17,18,12.3,-40.0,65,987,0,0,1,0,0,0,0,0,0,-8.97262661489642,209.44523273407557,34.9075387890126,12.0,-38.1,0
6718,6718,6719,Georges,1998,9,18,0,12.5,-42.0,70,984,0,0,1,0,0,0,0,0,0,-5.710593137499623,218.60080411907194,36.433467353178656,12.3,-40.0,0
6719,6719,6720,Georges,1998,9,18,6,12.8,-43.9,80,977,0,0,1,0,0,0,0,0,0,-8.97262661489642,209.05650101075108,34.842750168458515,12.5,-42.0,0
6720,6720,6721,Georges,1998,9,18,12,13.1,-45.7,85,973,0,0,1,0,0,0,0,0,0,-9.462322208025563,198.11074048650548,33.01845674775091,12.8,-43.9,0
6721,6721,6722,Georges,1998,9,18,18,13.5,-47.4,90,970,0,0,1,0,0,0,0,0,0,-13.240519915187248,189.44053327984136,31.573422213306895,13.1,-45.7,0
6722,6722,6723,Georges,1998,9,19,0,13.9,-49.0,90,970,0,0,1,0,0,0,0,0,0,-14.036243467926479,178.64381870711318,29.773969784518865,13.5,-47.4,0
6723,6723,6724,Georges,1998,9,19,6,14.4,-50.6,95,965,0,0,1,0,0,0,0,0,0,-17.354024636261308,181.3827093434801,30.23045155724668,13.9,-49.0,0
6724,6724,6725,Georges,1998,9,19,12,14.9,-52.0,110,954,0,0,1,0,0,0,0,0,0,-19.653824058053328,160.63889260757236,26.773148767928728,14.4,-50.6,0
6725,6725,6726,Georges,1998,9,19,18,15.4,-53.5,125,949,0,0,1,0,0,0,0,0,0,-18.43494882292201,170.44091236338747,28.406818727231244,14.9,-52.0,0
6726,6726,6727,Georges,1998,9,20,0,15.7,-54.9,130,939,0,0,1,0,0,0,0,0,0,-12.094757077012073,153.80362199053846,25.633936998423078,15.4,-53.5,0
6727,6727,6728,Georges,1998,9,20,6,16.0,-56.3,135,937,0,0,1,0,0,0,0,0,0,-12.094757077012142,153.58949185678142,25.598248642796904,15.7,-54.9,0
6728,6728,6729,Georges,1998,9,20,12,16.2,-57.7,130,939,0,0,1,0,0,0,0,0,0,-8.130102354155918,151.39938892590186,25.23323148765031,16.0,-56.3,0
6729,6729,6730,Georges,1998,9,20,18,16.4,-59.2,115,956,0,0,1,0,0,0,0,0,0,-7.594643368591418,161.82995513883313,26.97165918980552,16.2,-57.7,0
6730,6730,6731,Georges,1998,9,21,0,16.7,-60.6,100,963,0,0,1,0,0,0,0,0,0,-12.094757077012142,153.07440239190146,25.512400398650243,16.4,-59.2,0
6731,6731,6732,Georges,1998,9,21,4,17.0,-61.7,100,966,0,0,1,0,0,0,0,0,0,-15.255118703057793,121.83759296789378,20.306265494648965,16.7,-60.6,0
6732,6732,6733,Georges,1998,9,21,6,17.1,-62.1,100,966,0,0,1,0,0,0,0,0,0,-14.036243467926719,43.997619863597826,7.332936643932971,17.0,-61.7,0
6733,6733,6734,Georges,1998,9,21,8,17.2,-62.6,100,966,0,0,1,0,0,0,0,0,0,-11.309932474019979,54.33928891310206,9.056548152183677,17.1,-62.1,1
6734,6734,6735,Georges,1998,9,21,12,17.4,-63.6,95,966,0,0,1,0,0,0,0,0,0,-11.309932474020174,108.59450700575303,18.09908450095884,17.2,-62.6,0
6735,6735,6736,Georges,1998,9,21,18,17.8,-65.0,90,970,0,0,1,0,0,0,0,0,0,-15.945395900922954,155.05132029769038,25.84188671628173,17.4,-63.6,0
6736,6736,6737,Georges,1998,9,21,22,18.1,-65.8,100,968,0,0,1,0,0,0,0,0,0,-20.556045219583577,91.02013199027445,15.170021998379076,17.8,-65.0,1
6737,6737,6738,Georges,1998,9,22,0,18.2,-66.3,90,970,0,0,1,0,0,0,0,0,0,-11.309932474019979,54.052848582044355,9.008808097007392,18.1,-65.8,1
6738,6738,6739,Georges,1998,9,22,6,18.0,-67.4,95,972,0,0,1,0,0,0,0,0,0,10.304846468765918,118.51505838274777,19.752509730457962,18.2,-66.3,0
6739,6739,6740,Georges,1998,9,22,12,18.2,-68.5,105,964,0,0,1,0,0,0,0,0,0,-10.30484646876605,118.51505838274565,19.752509730457607,18.0,-67.4,0
6740,6740,6741,Georges,1998,9,22,12,18.2,-68.7,105,962,0,0,1,0,0,0,0,0,0,-0.0,21.156989455096845,3.5261649091828073,18.2,-68.5,0
6741,6741,6742,Georges,1998,9,22,18,18.6,-69.7,95,970,0,0,1,0,0,0,0,0,0,-21.80140948635192,114.5639696094364,19.093994934906068,18.2,-68.7,1
6742,6742,6743,Georges,1998,9,23,0,18.8,-70.8,70,980,0,0,1,0,0,0,0,0,0,-10.30484646876605,118.11996411853224,19.68666068642204,18.6,-69.7,1
6743,6743,6744,Georges,1998,9,23,6,19.0,-72.1,65,990,0,0,1,0,0,0,0,0,0,-8.746162262555197,138.7384269265108,23.12307115441847,18.8,-70.8,1
6744,6744,6745,Georges,1998,9,23,12,19.3,-73.3,65,996,0,0,1,0,0,0,0,0,0,-14.036243467926479,130.53118510890405,21.755197518150677,19.0,-72.1,0
6745,6745,6746,Georges,1998,9,23,18,19.8,-74.3,65,994,0,0,1,0,0,0,0,0,0,-26.565051177077994,118.64269645700932,19.773782742834886,19.3,-73.3,0
6746,6746,6747,Georges,1998,9,23,21,20.1,-74.5,65,993,0,0,1,0,0,0,0,0,0,-56.3099324740199,39.25929894864033,6.543216491440055,19.8,-74.3,1
6747,6747,6748,Georges,1998,9,24,0,20.5,-74.9,65,992,0,0,1,0,0,0,0,0,0,-44.99999999999949,60.88082465321474,10.146804108869123,20.1,-74.5,1
6748,6748,6749,Georges,1998,9,24,6,20.8,-76.0,65,991,0,0,1,0,0,0,0,0,0,-15.255118703057885,119.34629868463172,19.891049780771954,20.5,-74.9,1
6749,6749,6750,Georges,1998,9,24,12,21.3,-77.2,70,990,0,0,1,0,0,0,0,0,0,-22.619864948040377,136.45579321371216,22.74263220228536,20.8,-76.0,1
6750,6750,6751,Georges,1998,9,24,18,21.9,-78.0,75,989,0,0,1,0,0,0,0,0,0,-36.86989764584402,106.18784691749332,17.697974486248885,21.3,-77.2,1
6751,6751,6752,Georges,1998,9,25,0,22.7,-79.0,80,987,0,0,1,0,0,0,0,0,0,-38.659808254090116,135.88751793490727,22.647919655817876,21.9,-78.0,0
6752,6752,6753,Georges,1998,9,25,6,23.4,-80.2,85,986,0,0,1,0,0,0,0,0,0,-30.25643716352918,145.37424844470834,24.22904140745139,22.7,-79.0,0
6753,6753,6754,Georges,1998,9,25,12,23.9,-81.3,90,982,0,0,1,0,0,0,0,0,0,-24.443954780416647,125.1455507180584,20.857591786343068,23.4,-80.2,0
6754,6754,6755,Georges,1998,9,25,15,24.5,-81.8,90,981,0,0,1,0,0,0,0,0,0,-50.194428907734874,83.64675313911347,13.941125523185578,23.9,-81.3,0
6755,6755,6756,Georges,1998,9,25,18,24.6,-82.4,90,975,0,0,1,0,0,0,0,0,0,-9.462322208025617,61.789659189314975,10.298276531552496,24.5,-81.8,0
6756,6756,6757,Georges,1998,9,26,0,24.8,-83.3,90,974,0,0,1,0,0,0,0,0,0,-12.528807709151584,93.72991566936662,15.621652611561103,24.6,-82.4,0
6757,6757,6758,Georges,1998,9,26,6,25.2,-84.2,90,975,0,0,1,0,0,0,0,0,0,-23.962488974577976,101.0834378815391,16.84723964692318,24.8,-83.3,0
6758,6758,6759,Georges,1998,9,26,12,25.7,-85.1,90,974,0,0,1,0,0,0,0,0,0,-29.054604099077373,106.12272509645632,17.687120849409386,25.2,-84.2,0
6759,6759,6760,Georges,1998,9,26,18,26.2,-85.9,90,975,0,0,1,0,0,0,0,0,0,-32.00538320808313,97.41081546302952,16.23513591050492,25.7,-85.1,0
6760,6760,6761,Georges,1998,9,27,0,27.0,-86.5,95,969,0,0,1,0,0,0,0,0,0,-53.13010235415627,106.90217172704098,17.817028621173495,26.2,-85.9,0
6761,6761,6762,Georges,1998,9,27,6,27.6,-87.2,95,970,0,0,1,0,0,0,0,0,0,-40.601294645004415,96.02964080206411,16.00494013367735,27.0,-86.5,0
6762,6762,6763,Georges,1998,9,27,12,28.2,-87.8,95,962,0,0,1,0,0,0,0,0,0,-45.00000000000017,88.94038552093967,14.823397586823278,27.6,-87.2,0
6763,6763,6764,Georges,1998,9,27,18,28.8,-88.3,95,962,0,0,1,0,0,0,0,0,0,-50.194428907734874,82.57147797143445,13.761912995239074,28.2,-87.8,0
6764,6764,6765,Georges,1998,9,28,0,29.3,-88.5,95,961,0,0,1,0,0,0,0,0,0,-68.1985905136479,58.741729716356936,9.79028828605949,28.8,-88.3,0
6765,6765,6766,Georges,1998,9,28,6,29.8,-88.7,90,964,0,0,1,0,0,0,0,0,0,-68.1985905136479,58.714323401082495,9.785720566847083,29.3,-88.5,0
6766,6766,6767,Georges,1998,9,28,11,30.4,-88.9,90,964,0,0,1,0,0,0,0,0,0,-71.56505117707769,69.24983621573794,11.541639369289657,29.8,-88.7,1
6767,6767,6768,Georges,1998,9,28,12,30.4,-88.9,90,965,0,0,1,0,0,0,0,0,0,,0.0,0.0,30.4,-88.9,1
6768,6768,6769,Georges,1998,9,28,18,30.6,-88.9,65,984,0,0,1,0,0,0,0,0,0,90.0,22.17218244344005,3.6953637405733417,30.4,-88.9,1
6769,6769,6770,Georges,1998,9,29,0,30.6,-89.0,50,986,0,0,0,0,0,0,0,1,0,-0.0,9.590057497521771,1.5983429162536285,30.6,-88.9,1
6770,6770,6771,Georges,1998,9,29,6,30.6,-88.4,40,992,0,0,0,0,0,0,0,1,0,0.0,57.54027874918854,9.59004645819809,30.6,-89.0,1
6771,6771,6772,Georges,1998,9,29,12,31.0,-88.1,30,994,0,0,0,0,0,0,1,0,0,53.130102354154836,52.82909123915153,8.804848539858588,30.6,-88.4,1
6772,6772,6773,Georges,1998,9,29,18,30.9,-87.5,30,996,0,0,0,0,0,0,1,0,0,-9.462322208025839,58.39449288913153,9.73241548152192,31.0,-88.1,1
6773,6773,6774,Georges,1998,9,30,0,30.8,-86.9,30,998,0,0,0,0,0,0,1,0,0,-9.462322208025506,58.452999697220726,9.742166616203454,30.9,-87.5,1
6774,6774,6775,Georges,1998,9,30,6,30.7,-86.3,30,1000,0,0,0,0,0,0,1,0,0,-9.462322208025617,58.511337106314585,9.751889517719098,30.8,-86.9,1
6775,6775,6776,Georges,1998,9,30,12,30.7,-85.4,25,1002,0,0,0,0,0,0,1,0,0,0.0,86.22151202608964,14.370252004348274,30.7,-86.3,1
6776,6776,6777,Georges,1998,9,30,18,30.6,-84.2,25,1004,0,0,0,0,0,0,1,0,0,-4.7636416907260655,115.55402241869608,19.259003736449348,30.7,-85.4,1
6777,6777,6778,Georges,1998,10,1,0,30.5,-83.0,25,1006,0,0,0,0,0,0,1,0,0,-4.763641690726233,115.67165851095217,19.27860975182536,30.6,-84.2,1
6778,6778,6779,Georges,1998,10,1,6,30.5,-81.8,20,1008,0,0,0,0,0,0,1,0,0,0.0,115.19817038663707,19.199695064439513,30.5,-83.0,1
6779,6779,6780,Hermine,1998,9,17,12,26.9,-90.3,30,1001,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0
6780,6780,6781,Hermine,1998,9,17,18,26.8,-91.6,30,1001,0,0,0,0,0,0,1,0,0,4.398705354995449,129.6757606632583,21.612626777209716,26.9,-90.3,0
6781,6781,6782,Hermine,1998,9,18,0,26.4,-92.1,30,1000,0,0,0,0,0,0,1,0,0,38.659808254090244,66.66608373560774,11.111013955934624,26.8,-91.6,0
6782,6782,6783,Hermine,1998,9,18,6,25.7,-92.5,30,999,0,0,0,0,0,0,1,0,0,60.255118703057406,87.2737583741652,14.5456263956942,26.4,-92.1,0
6783,6783,6784,Hermine,1998,9,18,12,26.0,-92.5,30,999,0,0,0,0,0,0,1,0,0,90.0,33.23571025934444,5.539285043224073,25.7,-92.5,0
6784,6784,6785,Hermine,1998,9,18,18,25.9,-92.3,30,1000,0,0,0,0,0,0,1,0,0,-26.565051177077994,22.891468704018358,3.8152447840030597,26.0,-92.5,0
6785,6785,6786,Hermine,1998,9,19,0,25.8,-92.0,30,1001,0,0,0,0,0,0,1,0,0,-18.434948822921807,32.04903487770221,5.341505812950369,25.9,-92.3,0
6786,6786,6787,Hermine,1998,9,19,6,26.4,-91.4,30,1001,0,0,0,0,0,0,1,0,0,45.00000000000017,89.56033914781023,14.926723191301704,25.8,-92.0,0
6787,6787,6788,Hermine,1998,9,19,12,27.5,-91.3,35,1001,0,0,0,0,0,0,0,1,0,84.80557109226476,122.28683508743296,20.381139181238826,26.4,-91.4,0
6788,6788,6789,Hermine,1998,9,19,18,28.3,-91.1,40,1000,0,0,0,0,0,0,0,1,0,75.96375653207333,90.81456763491357,15.135761272485595,27.5,-91.3,0
6789,6789,6790,Hermine,1998,9,20,0,29.0,-90.9,40,999,0,0,0,0,0,0,0,1,0,74.05460409907799,80.00704365365304,13.334507275608841,28.3,-91.1,0
6790,6790,6791,Hermine,1998,9,20,5,29.1,-90.9,35,1000,0,0,0,0,0,0,0,1,0,90.0,11.083659018433433,1.847276503072239,29.0,-90.9,0
6791,6791,6792,Hermine,1998,9,20,6,29.2,-90.9,35,1001,0,0,0,0,0,0,0,1,0,90.0,11.083824373395782,1.8473040622326302,29.1,-90.9,1
6792,6792,6793,Hermine,1998,9,20,12,30.5,-90.5,30,1002,0,0,0,0,0,0,1,0,0,72.89727103094741,149.19822523751802,24.86637087291967,29.2,-90.9,1
6793,6793,6794,Hermine,1998,9,20,18,31.0,-90.0,20,1003,0,0,0,0,0,0,1,0,0,45.0,73.24529968790004,12.20754994798334,30.5,-90.5,1
6794,6794,6795,Ivan,1998,9,19,0,13.4,-26.6,25,1010,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0
6795,6795,6796,Ivan,1998,9,19,6,13.1,-27.5,25,1010,0,0,0,0,0,0,1,0,0,18.434948822922077,103.02968206316946,17.17161367719491,13.4,-26.6,0
6796,6796,6797,Ivan,1998,9,19,12,12.9,-28.2,25,1010,0,0,0,0,0,0,1,0,0,15.945395900922817,79.09700062332257,13.18283343722043,13.1,-27.5,0
6797,6797,6798,Ivan,1998,9,19,18,13.1,-29.0,25,1010,0,0,0,0,0,0,1,0,0,-14.03624346792642,89.56378852843194,14.927298088071991,12.9,-28.2,0
6798,6798,6799,Ivan,1998,9,20,0,13.4,-29.6,30,1009,0,0,0,0,0,0,1,0,0,-26.565051177077994,73.00555165326163,12.167591942210272,13.1,-29.0,0
6799,6799,6800,Ivan,1998,9,20,6,14.3,-30.6,30,1009,0,0,0,0,0,0,1,0,0,-41.98721249581667,146.97320240879128,24.495533734798546,13.4,-29.6,0
6800,6800,6801,Ivan,1998,9,20,12,15.2,-31.5,30,1008,0,0,0,0,0,0,1,0,0,-45.0,138.95045655312654,23.15840942552109,14.3,-30.6,0
6801,6801,6802,Ivan,1998,9,20,18,16.0,-32.6,35,1006,0,0,0,0,0,0,0,1,0,-36.027373385103594,147.48854570449768,24.581424284082946,15.2,-31.5,0
6802,6802,6803,Ivan,1998,9,21,0,16.8,-33.7,35,1005,0,0,0,0,0,0,0,1,0,-36.027373385103594,147.1180457934799,24.519674298913316,16.0,-32.6,0
6803,6803,6804,Ivan,1998,9,21,6,17.4,-34.9,35,1003,0,0,0,0,0,0,0,1,0,-26.565051177077994,143.94492641610844,23.99082106935141,16.8,-33.7,0
6804,6804,6805,Ivan,1998,9,21,12,18.2,-35.6,35,1003,0,0,0,0,0,0,0,1,0,-48.81407483429027,115.53249465205548,19.25541577534258,17.4,-34.9,0
6805,6805,6806,Ivan,1998,9,21,18,19.0,-36.0,40,1002,0,0,0,0,0,0,0,1,0,-63.43494882292211,98.09825310162837,16.349708850271394,18.2,-35.6,0
6806,6806,6807,Ivan,1998,9,22,0,20.0,-36.1,40,1001,0,0,0,0,0,0,0,1,0,-84.28940686250027,111.19472872854666,18.532454788091112,19.0,-36.0,0
6807,6807,6808,Ivan,1998,9,22,6,21.3,-36.1,45,1000,0,0,0,0,0,0,0,1,0,90.0,143.92631020858067,23.98771836809678,20.0,-36.1,0
6808,6808,6809,Ivan,1998,9,22,12,22.9,-36.4,45,997,0,0,0,0,0,0,0,1,0,-79.38034472384496,179.8546248936489,29.975770815608147,21.3,-36.1,0
6809,6809,6810,Ivan,1998,9,22,18,24.2,-37.1,55,994,0,0,0,0,0,0,0,1,0,-61.69924423399354,160.73993748290687,26.789989580484477,22.9,-36.4,0
6810,6810,6811,Ivan,1998,9,23,0,25.6,-37.7,50,996,0,0,0,0,0,0,0,1,0,-66.8014094863518,166.5057483688634,27.750958061477235,24.2,-37.1,0
6811,6811,6812,Ivan,1998,9,23,6,26.9,-38.4,45,997,0,0,0,0,0,0,0,1,0,-61.69924423399372,160.10865291676808,26.684775486128014,25.6,-37.7,0
6812,6812,6813,Ivan,1998,9,23,12,28.3,-39.2,55,990,0,0,0,0,0,0,0,1,0,-60.25511870305768,174.08288289123354,29.01381381520559,26.9,-38.4,0
6813,6813,6814,Ivan,1998,9,23,18,29.6,-40.2,65,987,0,0,1,0,0,0,0,0,0,-52.431407971172526,173.96337024095715,28.993895040159526,28.3,-39.2,0
6814,6814,6815,Ivan,1998,9,24,0,30.5,-40.9,65,986,0,0,1,0,0,0,0,0,0,-52.12501634890193,120.45984626538878,20.07664104423146,29.6,-40.2,0
6815,6815,6816,Ivan,1998,9,24,6,31.3,-41.6,70,985,0,0,1,0,0,0,0,0,0,-48.81407483429027,111.10867066730259,18.518111777883764,30.5,-40.9,0
6816,6816,6817,Ivan,1998,9,24,12,32.3,-42.0,70,985,0,0,1,0,0,0,0,0,0,-68.19859051364818,117.17447041240369,19.52907840206728,31.3,-41.6,0
6817,6817,6818,Ivan,1998,9,24,18,33.4,-42.3,70,985,0,0,1,0,0,0,0,0,0,-74.74488129694238,125.18251427841567,20.863752379735946,32.3,-42.0,0
6818,6818,6819,Ivan,1998,9,25,0,34.4,-42.3,70,984,0,0,1,0,0,0,0,0,0,90.0,110.92059196492524,18.48676532748754,33.4,-42.3,0
6819,6819,6820,Ivan,1998,9,25,6,35.3,-41.9,70,984,0,0,1,0,0,0,0,0,0,66.03751102542186,106.33434268768465,17.722390447947443,34.4,-42.3,0
6820,6820,6821,Ivan,1998,9,25,12,36.3,-41.3,70,984,0,0,1,0,0,0,0,0,0,59.03624346792642,123.50003311443783,20.583338852406303,35.3,-41.9,0
6821,6821,6822,Ivan,1998,9,25,18,37.2,-40.2,75,983,0,0,1,0,0,0,0,0,0,39.28940686250068,140.08615088582965,23.34769181430494,36.3,-41.3,0
6822,6822,6823,Ivan,1998,9,26,0,38.1,-38.7,75,980,0,0,1,0,0,0,0,0,0,30.963756532073486,165.8290039083257,27.638167318054283,37.2,-40.2,0
6823,6823,6824,Ivan,1998,9,26,6,39.2,-36.3,80,975,0,0,1,0,0,0,0,0,0,24.623564786163588,241.9782998937021,40.329716648950345,38.1,-38.7,0
6824,6824,6825,Ivan,1998,9,26,12,40.1,-33.1,75,977,0,0,1,0,0,0,0,0,0,15.708637829015743,292.24153627304054,48.70692271217342,39.2,-36.3,0
6825,6825,6826,Ivan,1998,9,26,18,40.7,-29.7,75,982,0,0,1,0,0,0,0,0,0,10.007979801441355,296.206170907515,49.3676951512525,40.1,-33.1,0
6826,6826,6827,Ivan,1998,9,27,0,40.7,-25.7,60,994,0,0,0,0,0,0,0,1,0,0.0,338.0328299828559,56.33880499714265,40.7,-29.7,0
6827,6827,6828,Ivan,1998,9,27,6,40.9,-22.7,50,997,0,1,0,0,0,0,0,0,0,3.8140748342902735,254.1266184248228,42.35443640413713,40.7,-25.7,0
6828,6828,6829,Ivan,1998,9,27,12,41.3,-19.2,45,1000,0,1,0,0,0,0,0,0,0,6.5198017516569635,297.3429326648003,49.55715544413338,40.9,-22.7,0
6829,6829,6830,Ivan,1998,9,27,18,41.5,-15.5,40,1002,0,1,0,0,0,0,0,0,0,3.094058058917156,310.1828914617768,51.6971485769628,41.3,-19.2,0
6830,6830,6831,Jeanne,1998,9,21,6,9.6,-17.4,30,1008,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0
6831,6831,6832,Jeanne,1998,9,21,12,10.5,-18.2,30,1006,0,0,0,0,0,0,1,0,0,-48.36646066342979,132.66664331812404,22.11110721968734,9.6,-17.4,0
6832,6832,6833,Jeanne,1998,9,21,18,11.0,-19.4,35,1004,0,0,0,0,0,0,0,1,0,-22.619864948040437,142.43020714855095,23.738367858091824,10.5,-18.2,0
6833,6833,6834,Jeanne,1998,9,22,0,11.5,-20.7,40,1002,0,0,0,0,0,0,0,1,0,-21.037511025421807,152.3463686040763,25.391061434012716,11.0,-19.4,0
6834,6834,6835,Jeanne,1998,9,22,6,12.1,-22.2,45,1000,0,0,0,0,0,0,0,1,0,-21.8014094863518,176.43276016250488,29.405460027084146,11.5,-20.7,0
6835,6835,6836,Jeanne,1998,9,22,12,12.7,-23.8,55,994,0,0,0,0,0,0,0,1,0,-20.55604521958344,186.21331365520984,31.03555227586831,12.1,-22.2,0
6836,6836,6837,Jeanne,1998,9,22,18,13.1,-25.2,65,987,0,0,1,0,0,0,0,0,0,-15.945395900922883,158.25167742358803,26.375279570598007,12.7,-23.8,0
6837,6837,6838,Jeanne,1998,9,23,0,13.6,-26.7,70,983,0,0,1,0,0,0,0,0,0,-18.43494882292201,171.65268476324508,28.60878079387418,13.1,-25.2,0
6838,6838,6839,Jeanne,1998,9,23,6,14.1,-28.1,75,980,0,0,1,0,0,0,0,0,0,-19.65382405805328,161.13756277952456,26.85626046325409,13.6,-26.7,0
6839,6839,6840,Jeanne,1998,9,23,12,14.5,-29.5,80,975,0,0,1,0,0,0,0,0,0,-15.945395900922883,157.39880638243423,26.233134397072373,14.1,-28.1,0
6840,6840,6841,Jeanne,1998,9,23,18,15.0,-30.8,85,973,0,0,1,0,0,0,0,0,0,-21.037511025421807,150.5122531521583,25.08537552535972,14.5,-29.5,0
6841,6841,6842,Jeanne,1998,9,24,0,15.4,-32.1,85,972,0,0,1,0,0,0,0,0,0,-17.10272896905238,146.52873186372048,24.42145531062008,15.0,-30.8,0
6842,6842,6843,Jeanne,1998,9,24,6,15.9,-33.4,90,971,0,0,1,0,0,0,0,0,0,-21.03751102542186,149.96306383690577,24.99384397281763,15.4,-32.1,0
6843,6843,6844,Jeanne,1998,9,24,12,16.4,-34.4,90,970,0,0,1,0,0,0,0,0,0,-26.56505117707791,120.41803550311445,20.06967258385241,15.9,-33.4,0
6844,6844,6845,Jeanne,1998,9,24,18,17.0,-35.4,90,969,0,0,1,0,0,0,0,0,0,-30.96375653207358,125.63353989646278,20.93892331607713,16.4,-34.4,0
6845,6845,6846,Jeanne,1998,9,25,0,17.5,-36.3,90,971,0,0,1,0,0,0,0,0,0,-29.054604099077185,110.55427066005485,18.425711776675808,17.0,-35.4,0
6846,6846,6847,Jeanne,1998,9,25,6,18.0,-37.2,90,973,0,0,1,0,0,0,0,0,0,-29.054604099076993,110.32945142625438,18.38824190437573,17.5,-36.3,0
6847,6847,6848,Jeanne,1998,9,25,12,18.6,-37.9,85,975,0,0,1,0,0,0,0,0,0,-40.601294645004714,99.43495112561995,16.57249185426999,18.0,-37.2,0
6848,6848,6849,Jeanne,1998,9,25,18,19.3,-38.6,80,977,0,0,1,0,0,0,0,0,0,-44.99999999999985,106.95447101747888,17.825745169579815,18.6,-37.9,0
6849,6849,6850,Jeanne,1998,9,26,0,20.0,-39.4,75,979,0,0,1,0,0,0,0,0,0,-41.18592516570972,114.21017731118111,19.03502955186352,19.3,-38.6,0
6850,6850,6851,Jeanne,1998,9,26,6,20.8,-40.0,70,983,0,0,1,0,0,0,0,0,0,-53.13010235415594,108.47296715290608,18.07882785881768,20.0,-39.4,0
6851,6851,6852,Jeanne,1998,9,26,12,21.6,-40.6,70,983,0,0,1,0,0,0,0,0,0,-53.13010235415594,108.28987925067618,18.04831320844603,20.8,-40.0,0
6852,6852,6853,Jeanne,1998,9,26,18,22.4,-41.2,75,980,0,0,1,0,0,0,0,0,0,-53.13010235415582,108.10075716879383,18.01679286146564,21.6,-40.6,0
6853,6853,6854,Jeanne,1998,9,27,0,23.4,-41.6,75,980,0,0,1,0,0,0,0,0,0,-68.19859051364826,118.10197747320358,19.683662912200596,22.4,-41.2,0
6854,6854,6855,Jeanne,1998,9,27,6,24.4,-42.0,70,983,0,0,1,0,0,0,0,0,0,-68.19859051364826,118.0089142998838,19.668152383313966,23.4,-41.6,0
6855,6855,6856,Jeanne,1998,9,27,12,25.6,-41.8,70,983,0,0,1,0,0,0,0,0,0,80.53767779197428,134.45196570953627,22.40866095158938,24.4,-42.0,0
6856,6856,6857,Jeanne,1998,9,27,18,27.1,-41.5,70,983,0,0,1,0,0,0,0,0,0,78.6900675259799,168.86627186958685,28.14437864493114,25.6,-41.8,0
6857,6857,6858,Jeanne,1998,9,28,0,28.8,-41.2,70,983,0,0,1,0,0,0,0,0,0,79.99202019855876,190.69058988809496,31.78176498134916,27.1,-41.5,0
6858,6858,6859,Jeanne,1998,9,28,6,30.6,-40.7,70,983,0,0,1,0,0,0,0,0,0,74.47588900324574,205.3079707862318,34.217995131038634,28.8,-41.2,0
6859,6859,6860,Jeanne,1998,9,28,12,32.3,-39.6,75,980,0,0,1,0,0,0,0,0,0,57.094757077012005,215.54488937753288,35.924148229588816,30.6,-40.7,0
6860,6860,6861,Jeanne,1998,9,28,18,33.8,-38.4,80,977,0,0,1,0,0,0,0,0,0,51.34019174590985,200.5873626395808,33.4312271065968,32.3,-39.6,0
6861,6861,6862,Jeanne,1998,9,29,0,35.0,-37.2,80,977,0,0,1,0,0,0,0,0,0,45.00000000000017,172.89686798561857,28.81614466426976,33.8,-38.4,0
6862,6862,6863,Jeanne,1998,9,29,6,35.8,-36.2,75,980,0,0,1,0,0,0,0,0,0,38.659808254089995,127.00334581500972,21.16722430250162,35.0,-37.2,0
6863,6863,6864,Jeanne,1998,9,29,12,36.2,-35.3,65,985,0,0,1,0,0,0,0,0,0,23.962488974578353,92.49148861911534,15.41524810318589,35.8,-36.2,0
6864,6864,6865,Jeanne,1998,9,29,18,36.6,-34.6,60,990,0,0,0,0,0,0,0,1,0,29.744881296942285,76.89755964101103,12.816259940168505,36.2,-35.3,0
6865,6865,6866,Jeanne,1998,9,30,0,36.9,-33.4,50,997,0,0,0,0,0,0,0,1,0,14.036243467926319,112.21395078682427,18.70232513113738,36.6,-34.6,0
6866,6866,6867,Jeanne,1998,9,30,6,37.2,-32.1,45,1000,0,0,0,0,0,0,0,1,0,12.99461679191671,120.33550026469356,20.05591671078226,36.9,-33.4,0
